review_text,rating,Time,cleaned_review
"This is my kids' favorite boxed mac and cheese treat. They don't get it too often, but when they do, this is what they want! It's OU-D kosher. Just note that in stores, it is usually priced around $1.89 a box.",5,1314057600,kids favorite boxed mac cheese treat dont get often want oud kosher note stores usually priced around box
"Best chamomile on the mainstream supermarket shelves. Other chamomile teas have had a bitter aftertaste, but this one by Stash is really smooth and fresh. It's neither strong nor bland, just floral and pleasant. Reminds me slightly of chrysanthemum. It doesn't make me sleepy or keep me up, for what it's worth. I had some primo stuff at a local coffeeshop that tasted much like the Stash brand, but had an awesome citrusy floral aroma; been wanting to find something like that for a while, and so far this Stash Chamomile comes closest.",5,1330560000,best chamomile mainstream supermarket shelves chamomile teas bitter aftertaste one stash really smooth fresh neither strong bland floral pleasant reminds slightly chrysanthemum doesnt make sleepy keep worth primo stuff local coffeeshop tasted much like stash brand awesome citrusy floral aroma wanting find something like far stash chamomile comes closest
This product is very good. Out of everything cappuccino french vanilla is the only thing hot that i drink. I bought this not knowing what it would taste like and my husband and i love it. We even add a creamer to it even though its great without it. Its hard to find the right kind and brand but this one was perfect.,5,1349568000,product good everything cappuccino french vanilla thing hot drink bought knowing would taste like husband love even add creamer even though great without hard find right kind brand one perfect
"I was very satisfied with my order of these Slim Jims. I mean, who doesn't want 24 Burning Hot Slim Jims!? It is a great deal, at slightly less than $1 per Slim Jim! If you love spicy snacks, or anything that will set your mouth on fire, I definitely recommend this product to you. Enjoy, and I hope you don't sweat as much as I did!",5,1323475200,satisfied order slim jims mean doesnt want burning hot slim jims great deal slightly less per slim jim love spicy snacks anything set mouth fire definitely recommend product enjoy hope dont sweat much
Best coffee for the Keurig that I've tasted...and this is the best price anywhere.  I have shopped and shopped for this coffee and this is the best deal.,5,1344816000,best coffee keurig ive tastedand best price anywhere shopped shopped coffee best deal
"This particular version of Nature's Variety Prairie is very high quality just like their other foods.  Every dog has different tastes, digestion, and allergies (as noted by the misleading 2-star review of this product).  This is a great food if your dog likes it, and additionally it is a good component for the rotational feeding that the manufacturer recommends.  I started our dogs on the chicken meal and brown rice recipe, and I plan to try all of the varieties in the product line eventually.",5,1317168000,particular version natures variety prairie high quality like foods every dog different tastes digestion allergies noted misleading star review product great food dog likes additionally good component rotational feeding manufacturer recommends started dogs chicken meal brown rice recipe plan try varieties product line eventually
I love the taste of these cookies but they were mostly just crumbs. I bought the dark chocolate  as well and thet hold together like a normal cookie. I got a second box of the PB and they were still just crumbs and flour rather than cookies.,1,1186099200,love taste cookies mostly crumbs bought dark chocolate well thet hold together like normal cookie got second box pb still crumbs flour rather cookies
While I really like Timothy's coffee- found the variety pack to have several K-cups I did not enjoy- far too many chai tea.,4,1213747200,really like timothys coffee found variety pack several kcups enjoy far many chai tea
I love these crackers/cookies because you really taste a good sesame flavor (which I love) with the taste of fresh ginger (tangy peppery flavor).  They come in one inch circles and a 3oz bag has 3 servings which is great.<br /><br />I love those crunchy sesame candies that you find in asian stores and this reminds me of those candies without being too crunchy and without all the unwanted sugars.<br /><br />These crackers have a nice crunch and have a sweet taste that give me the afternoon treat I like around 2pm at work.  I am trying to be more RAW and this is a great snack without going overboard with nuts/fats.<br /><br />Will try the other flavors soon.,5,1311292800,love crackerscookies really taste good sesame flavor love taste fresh ginger tangy peppery flavor come one inch circles oz bag servings greatbr br love crunchy sesame candies find asian stores reminds candies without crunchy without unwanted sugarsbr br crackers nice crunch sweet taste give afternoon treat like around pm work trying raw great snack without going overboard nutsfatsbr br try flavors soon
"Rather than just eat chips for a snack I love the Blue Diamond Almond snacks.  This is one of my favorite flavors and the only problem is that they are hard to stop eating.  They have a nice rich smoky flavor and the jalapeno is just enough of a spicy kick to make these almonds taste better.<br /><br />The nice thing about this treat is that they have only 1 gram of sugar while giving you 6 grams of protein and 3 grams of fiber.  They are a healthy snack and you get Vitamin E, magnesium and calcium in every serving.  This particular flavor does have 180 mg of Sodium (7% of a daily 2000 calories diet) per serving but they really taste good!  Just make sure that you only count our 28 almonds and eat one portion for 170 calories.  It is really hard to do and they taste so darn good!",5,1338595200,rather eat chips snack love blue diamond almond snacks one favorite flavors problem hard stop eating nice rich smoky flavor jalapeno enough spicy kick make almonds taste betterbr br nice thing treat gram sugar giving grams protein grams fiber healthy snack get vitamin e magnesium calcium every serving particular flavor mg sodium daily calories diet per serving really taste good make sure count almonds eat one portion calories really hard taste darn good
My dog loves the taste of Dentastix and his teeth are cleaner and his breath is fresher.,5,1274572800,dog loves taste dentastix teeth cleaner breath fresher
This was my first time purchasing Moch Java coffee.  Let me tell you this was a real nice tasting cup of coffee smooth and enjoyable.  You won't be disappointed when you try it.  I can't wait to buy more.,5,1179619200,first time purchasing moch java coffee let tell real nice tasting cup coffee smooth enjoyable wont disappointed try cant wait buy
"""Eat, Think, Smile"" is offering a new and interesting variation on the standard granola br, a baked nutrition bar with all natural ingredients and an added dose of cocoa flavor.  The cocoa is a natural antioxidant (who knew?), but it provides a nice finishing touch to the granola bar, like having cocoa sprinkled on top of your latte coffee.  The granola bar itself is oatmeal raisin, with a nice chewy texture.  This reviewer liked the taste.<br /><br />The oatmeal raisin bar with cocoa comes one to a foil packet, rated at 200 calories each.  The bars are available in boxes of twelve.  Recommended as something a little different in a familiar snack.",4,1330041600,eat think smile offering new interesting variation standard granola br baked nutrition bar natural ingredients added dose cocoa flavor cocoa natural antioxidant knew provides nice finishing touch granola bar like cocoa sprinkled top latte coffee granola bar oatmeal raisin nice chewy texture reviewer liked tastebr br oatmeal raisin bar cocoa comes one foil packet rated calories bars available boxes twelve recommended something little different familiar snack
"This is the first oat-based cereal that I have enjoyed.  I like it straight from the box, with 2% milk, or occasionally with orange juice.  When I travel and may not be able to find it, I pour it into quart-sized zip-lock bags and take some with me.  It's also good as a snack when flying.  I've compared the label to those on other Kashi cereals, as well as the run-of-the-mill stuff, and this is better.",5,1155081600,first oatbased cereal enjoyed like straight box milk occasionally orange juice travel may able find pour quartsized ziplock bags take also good snack flying ive compared label kashi cereals well runofthemill stuff better
"I have 2 cats.  One will eat anything.  The other one is soooo picky.  She's had to have some of her teeth removed due to a mouth virus, so I needed to find some good soft treats.  She likes these more than anything I've tried.  They are really thing little tiny strips.  I like Wellness, all natural products.  Both cats like their brand cat food as well.",4,1298851200,cats one eat anything one soooo picky shes teeth removed due mouth virus needed find good soft treats likes anything ive tried really thing little tiny strips like wellness natural products cats like brand cat food well
"We have 5 cats who live outdoor. They come in for 15 mn every evening and I give them treats.<br />They get super excited every time I give them the Whiskas Temptations and not so with the other brands but I keep on alternating the brands to avoid dependency :)<br />By the way, this is after I gave them all a slice of ham!!!<br /><br />Hope this helps!",5,1313798400,cats live outdoor come mn every evening give treatsbr get super excited every time give whiskas temptations brands keep alternating brands avoid dependency br way gave slice hambr br hope helps
Any dog puppy to senior and any breed dog loves these treats.  They go crazy over them!!!  They are healthy too.  I have been buying them for a few years now.  How I first found out about them is I read an article online about the oldest dog to live ate these treats.  So that made me want to buy them for the health of them.  So I do feel good about feeding healthy treats that dogs really like the taste of!!!,5,1331510400,dog puppy senior breed dog loves treats go crazy healthy buying years first found read article online oldest dog live ate treats made want buy health feel good feeding healthy treats dogs really like taste
"These Ultimate Cran-Orange Energy Bars are tastey!  A serious treat that doesn't kill my diet. I keep them at home, in my desk and purse.",5,1295395200,ultimate cranorange energy bars tastey serious treat doesnt kill diet keep home desk purse
"I like dark chocolate. Prefer it over milk by a long ways. But after 6 weeks on a strict candida diet I ordered this. I was hoping for a treat to nibble now & then. Maybe my taste buds have changed but it tasted nasty to me. I had a friend try it to see, but she spit out the small bit she took. Not for me. But delivery was quick.",3,1309824000,like dark chocolate prefer milk long ways weeks strict candida diet ordered hoping treat nibble maybe taste buds changed tasted nasty friend try see spit small bit took delivery quick
"If you like you cinnamon tea strong, you'll love this tea.  I do, I'm addicted.",5,1171756800,like cinnamon tea strong youll love tea im addicted
glutino pretzels are fresh tasty and best gluten free foods you can ever buy. i recomend this product for all who need to keep wheat away from their diet.<br /><br />awasome product and company.,5,1335657600,glutino pretzels fresh tasty best gluten free foods ever buy recomend product need keep wheat away dietbr br awasome product company
"The bread made from this mix is tolerable, the mix is easy to prepare. I recommend slicing the bread as thin as possible to avoid the gag reflex.",3,1316995200,bread made mix tolerable mix easy prepare recommend slicing bread thin possible avoid gag reflex
"I ordered this to use as part of a hot oil scalp treatment, but it smells so good I wanted to eat it! Anyway, after using it my hair was super soft and shiny even my boyfriend noticed and he's usually oblivious to anything I do to my appearance. I'm probably gonna have to order another jar just for cooking since I am currently soaking methi seeds in the oil as they are supposed to be good for hair growth. In regards to the packaging, I didn't have any bad experiences with it. The jar has is sealed with a plastic ring like a gallon of milk and comes in a box sufficiently big to contain it in its cushioning.",5,1346544000,ordered use part hot oil scalp treatment smells good wanted eat anyway using hair super soft shiny even boyfriend noticed hes usually oblivious anything appearance im probably gonna order another jar cooking since currently soaking methi seeds oil supposed good hair growth regards packaging didnt bad experiences jar sealed plastic ring like gallon milk comes box sufficiently big contain cushioning
"This coffee was just something that I figured I would try. When it came I had mild hopes towards it just being ok.  I was surprised to taste a fairly strong flavor, a bit on the bitter side but quite full of flavor to say the least.  I plan to order more.",4,1290470400,coffee something figured would try came mild hopes towards ok surprised taste fairly strong flavor bit bitter side quite full flavor say least plan order
"Doesn't really taste like coconut - It may be no use to write this description for folks who do not like coconut flavor, as I'm sure they won't likely be shopping for anything with ""coconut"" in the title, but there you have it - doesn't really taste like coconut.<br /><br />Fact is, Amy & Brian Natural Coconut Juice Pulp Free has exceedingly little flavor at all, and what flavor there is rides down your throat as a vaguely fresh fruit/fresh vegetation flavor, decidedly not sweet, not tart - just mild, easy to gulp refreshment.<br /><br />As to the promised effects - yes, this will hydrate you quite quickly, restore a sense of energy, and make it easier to face work outdoors in the heat.  More importantly, no crash like sugary sweet drinks.  It also has staved off leg cramps for me - just as well as, if not better than scarfing down bananas - take a note of the potassium content on this one.<br /><br />As to other brands, you've got the ones with sugar, or even worse, HFC.  They of course taste sweeter, and usually have coconut bits in them.  Shop ethnic groceries and enjoy, but do note the sugar.  As to the more readily available non-sugared ones (Zico, O.N.E., etc)  I just think Amy & Brian taste a bit better as Amy & Brian does not have the funny aftertaste that I've detected in those cardboard carton brands.  (problem with the packaging??)<br /><br />To sum up - a hot weather staple in our house.  Beats gatorade every time.",5,1341446400,doesnt really taste like coconut may use write description folks like coconut flavor im sure wont likely shopping anything coconut title doesnt really taste like coconutbr br fact amy brian natural coconut juice pulp free exceedingly little flavor flavor rides throat vaguely fresh fruitfresh vegetation flavor decidedly sweet tart mild easy gulp refreshmentbr br promised effects yes hydrate quite quickly restore sense energy make easier face work outdoors heat importantly crash like sugary sweet drinks also staved leg cramps well better scarfing bananas take note potassium content onebr br brands youve got ones sugar even worse hfc course taste sweeter usually coconut bits shop ethnic groceries enjoy note sugar readily available nonsugared ones zico one etc think amy brian taste bit better amy brian funny aftertaste ive detected cardboard carton brands problem packagingbr br sum hot weather staple house beats gatorade every time
"typed in muscle milk in the search bar and this popped up, with a pic of a muscle milk can. It got to my house and the can was not as it was in the pic. it was the normal cytosport with yellow and white.",3,1311724800,typed muscle milk search bar popped pic muscle milk got house pic normal cytosport yellow white
"When I think of Lindt chocolate, I think of silky-smooth richness. No matter how true the chili-chocolate combination is to chocolate's New World origins, it doesn't quite match my impression of Lindt's reserved elegance.<br /><br />Well, I'm wrong a lot. Lindt pulls it off beautifully. The chocolate flavor is all you might hope for, but with a high, thin note of tingle in the aftertaste. It hints at chili's fire, but only just warms the mouth. Delightful!<br /><br />-- wiredweird",4,1292457600,think lindt chocolate think silkysmooth richness matter true chilichocolate combination chocolates new world origins doesnt quite match impression lindts reserved elegancebr br well im wrong lot lindt pulls beautifully chocolate flavor might hope high thin note tingle aftertaste hints chilis fire warms mouth delightfulbr br wiredweird
"If you are looking for a fairly healthy snack, these are a good bet. They are quite tasty and crunchy not to mention pretty good for you as well. I removed one star only based on the fact that they are quite expensive but if you are willing to pay for them, you do get what you pay for. Will be re-ordering more.",4,1288742400,looking fairly healthy snack good bet quite tasty crunchy mention pretty good well removed one star based fact quite expensive willing pay get pay reordering
"Stash is a very good quality, full-bodied tea and I am a big-time tea drinker.  I have been drinking tea since probably before Superman was born.  I like to keep a bunch of different flavoured teas around, especially some fruity flavours.  I call them dessert teas because I usually don't eat dessert, but I like to have a fruit tea after dinner.  Stash tea bags are usually, if not always, individually sealed in a foil-type packet, so the flavour stays fresh for a long time.<br /><br />The acai berry flavor is delicious!  It has a nice natural sweetness and a very fruity taste.  It is very smooth and is a caffeine free herbal tea.  The 100% natural ingredients, listed in this order, are: hibiscus, rosehips, lemongrass, orange peel, chicory root, blackberry flavor, blackcurrant flavor, acai flavor, acai fruit powder, and licorice powder.  Contains soy.",5,1265500800,stash good quality fullbodied tea bigtime tea drinker drinking tea since probably superman born like keep bunch different flavoured teas around especially fruity flavours call dessert teas usually dont eat dessert like fruit tea dinner stash tea bags usually always individually sealed foiltype packet flavour stays fresh long timebr br acai berry flavor delicious nice natural sweetness fruity taste smooth caffeine free herbal tea natural ingredients listed order hibiscus rosehips lemongrass orange peel chicory root blackberry flavor blackcurrant flavor acai flavor acai fruit powder licorice powder contains soy
"I purchased the Soda Stream cola mix because it seemed ""all natural"" from its list of ingredients.  When I received it, however, the ingredients listed things like acesulfame and sulfites, which I'm allergic to.  Not happy.",1,1297036800,purchased soda stream cola mix seemed natural list ingredients received however ingredients listed things like acesulfame sulfites im allergic happy
This is an experience to be savored<br />with guests. Never to be forgotten.<br />A wondefull tribute to Ireland with<br />a product known for it's quality.,5,1344816000,experience savoredbr guests never forgottenbr wondefull tribute ireland withbr product known quality
"Both of my parents and my husband all drink this coffee, along with myself, and we all agree this coffee is really really good.  We are pretty picky about our coffee too.  Yeah we are coffee snobs.  The flavor is really bold and the tasters notes are to the T.  I would highly recommend this coffee.  I just wish it was in stock on Amazon more often :(",5,1236384000,parents husband drink coffee along agree coffee really really good pretty picky coffee yeah coffee snobs flavor really bold tasters notes would highly recommend coffee wish stock amazon often
"Even with small containers, they don't fill them up.  These little tins are less than half filled and at the price charged it seems a rip-off. Is there some exotic ingredient as costly as gold contained in those tiny squares?  Or how about the cereal ploy, they were filled at the factory but settled in transport.<br />Can manufacturers be honest in their dealings?",2,1330819200,even small containers dont fill little tins less half filled price charged seems ripoff exotic ingredient costly gold contained tiny squares cereal ploy filled factory settled transportbr manufacturers honest dealings
"Almost to the end of the first bag.<br /><br />2 cats - both are more lively, softer fur, one of the cats that had a throw-up issue, this has not happened once since the switch to this food.<br /><br />I was appalled to find my old brand contained ""animal digest"" - common brand nothing ""generic"" either.<br /><br />A quick search turned up definitions like:<br />.....Animal Digest as ""a cooked-down broth which can be made from unspecified parts of unspecified animals."" The animals can be collected from almost any source. There is no control set in place over quality or contamination. Any kind of animal can be included: ""4-D animals"" (dead, diseased, disabled, or dying before slaughter), goats, pigs,sheep, horses, rats, euthanized at animal shelters, restaurant and supermarket waste, road kill, etc.<br /><br />GROSS!<br /><br />While not all of these may be used in pet food the thought of it was discusting. Do your own research and be prepared to run your grocery store bought pet food to the trash and order Blue Buffalo or another quality brand.",5,1327449600,almost end first bagbr br cats lively softer fur one cats throwup issue happened since switch foodbr br appalled find old brand contained animal digest common brand nothing generic eitherbr br quick search turned definitions likebr animal digest cookeddown broth made unspecified parts unspecified animals animals collected almost source control set place quality contamination kind animal included animals dead diseased disabled dying slaughter goats pigssheep horses rats euthanized animal shelters restaurant supermarket waste road kill etcbr br grossbr br may used pet food thought discusting research prepared run grocery store bought pet food trash order blue buffalo another quality brand
This is my favorite of all the coconut waters available.  Love the mango flavor.  I drink after I do Bikram yoga and it's something I look forward to  having.,5,1218844800,favorite coconut waters available love mango flavor drink bikram yoga something look forward
"Some of the best chocolates I've ever tasted.  Everyone that received a gift bag of these, raved about them too.  I would definitely recommend them.",5,1292976000,best chocolates ive ever tasted everyone received gift bag raved would definitely recommend
"As a Sport Nutritionist and athlete, packing healthy meals is daily ritual.  But boy, there are those times when I get caught without ... and thank goodness for Raw Revolution.  The nutrition profile of any so called sport or ""nutrition bar"" undergoes drastic scrutiny from me because so many of them are junk food in disguise.  But this product in any flavor is a die-hard winner.  Plus, anyone that can make Spirulina taste good is aces in my book :)  Amazon also offers the best price I've seen.",5,1295395200,sport nutritionist athlete packing healthy meals daily ritual boy times get caught without thank goodness raw revolution nutrition profile called sport nutrition bar undergoes drastic scrutiny many junk food disguise product flavor diehard winner plus anyone make spirulina taste good aces book amazon also offers best price ive seen
"Please read the label carefully before buying, not just the website which seems incomplete as to the composition of the ""juices"".  Yes, the contents are ""100% Juice"" as stated, but may NOT be 100% Cranberry Juice, as implied.  Many such products are adulterated with Apple or some other juice.",1,1297900800,please read label carefully buying website seems incomplete composition juices yes contents juice stated may cranberry juice implied many products adulterated apple juice
Unbelievable rip off !! The shipping is four times the value of the product ! Do not even matter how good the product might be as long as you have to pay a price that that you could buy black caviar. Is not justified the enormous price for a jar of caviar - it does not require special handling or transport conditions..<br /><br />Item Subtotal : $4.99<br />Shipping & Handling : $17.15<br />Total : $22.14<br />Paid by Mastercard: $22.14,1,1327622400,unbelievable rip shipping four times value product even matter good product might long pay price could buy black caviar justified enormous price jar caviar require special handling transport conditionsbr br item subtotal br shipping handling br total br paid mastercard
"I won't even delve into the fact that this oatmeal is gluten free, because it doesn't matter. This is by far the best instant oatmeal I've ever tasted, and I've tasted them all. Take it from this died-in-the-wool oatmeal addict, you don't want your cupboard to be bare of this product. Forget the dried out packets that lurk in your grocery aisle, because they not only look but taste like cardboard. These oats have a higher moisture content already, and so they are naturally more plump in the bowl, and their taste is more consistent with long-cook-time oatmeal than any of their other counterparts. The added ingredients really are only the finest, and the taste proves it - raisins are yummy when plucked directly from the packet! I don't care for cooked bananas, but the banana oatmeal is just as delicious as my favorite maple flavor. The price is reasonable for this organic, gluten-free product. The taste is without parallel. This is a product I can recommend at the highest level without a single doubt or qualification!Glutenfreeda's Instant Oatmeal, Variety Pack Instant Oatmeal, 6-Oatmeal Packets (Pack of 8)",5,1250553600,wont even delve fact oatmeal gluten free doesnt matter far best instant oatmeal ive ever tasted ive tasted take diedinthewool oatmeal addict dont want cupboard bare product forget dried packets lurk grocery aisle look taste like cardboard oats higher moisture content already naturally plump bowl taste consistent longcooktime oatmeal counterparts added ingredients really finest taste proves raisins yummy plucked directly packet dont care cooked bananas banana oatmeal delicious favorite maple flavor price reasonable organic glutenfree product taste without parallel product recommend highest level without single doubt qualificationglutenfreedas instant oatmeal variety pack instant oatmeal oatmeal packets pack
"Quite simply the best coconut oil out there. We have tried every other coconut oil in the market and haven't found anything that comes close. This oil is difficult to find at times and costs a premium, but its worth the hassle. Goes great with popcorn too!",5,1326326400,quite simply best coconut oil tried every coconut oil market havent found anything comes close oil difficult find times costs premium worth hassle goes great popcorn
"Very easy to make. I did modify the temperature and baking time, after reading some of the other reviews. I baked at 350 for about 15 minutes. These muffins are delicious and a lot more economical than buying the frozen(already baked)muffins. I did purchase the muffin top pans to bake my next batch and am anxious to try them.",5,1265932800,easy make modify temperature baking time reading reviews baked minutes muffins delicious lot economical buying frozenalready bakedmuffins purchase muffin top pans bake next batch anxious try
"Looks like we have a new brand of grated parmesan in the house.  One taste and you may be likely to switch, too.",5,1347321600,looks like new brand grated parmesan house one taste may likely switch
Fat free version is delicious and low calorie. Wish the fat free did not cost more than the varieties,5,1239753600,fat free version delicious low calorie wish fat free cost varieties
I remember buying powdered milk because it was cheaper than regular.<br /><br />I can get about 2 more gallons from my local Safeway for less.  And this does NOT include shipping..<br /><br />Might be good for camping.,3,1228435200,remember buying powdered milk cheaper regularbr br get gallons local safeway less include shippingbr br might good camping
"I received it quickly and about 6 months before the expiration date, which is well as it'll probably take me 4-5 months to go through it. Good deal!",5,1308268800,received quickly months expiration date well itll probably take months go good deal
"These have got to be the best kosher marshmallows I have tasted.  Not only are they delicious, but they have a wonderful texture.  They are good no matter if you eat melt them or just eat them straight from the bag!",5,1323648000,got best kosher marshmallows tasted delicious wonderful texture good matter eat melt eat straight bag
"This product is just gross. The whole thing is a sloppy, floppy mess. The rings are soggy, and the soy ""meat balls"" are never intact, and when you go to stir it in the pot, they instantly come apart and mix into the entire thing, and they don't even taste good. The flavor is gross. I would much rather eat regular spagettio's. Way too bland.",2,1247011200,product gross whole thing sloppy floppy mess rings soggy soy meat balls never intact go stir pot instantly come apart mix entire thing dont even taste good flavor gross would much rather eat regular spagettios way bland
"Terrific product, outrageous price.  I pay $.89 in the grocery store in Vermont!!  Was looking for a better price.  Better keep looking.",5,1286236800,terrific product outrageous price pay grocery store vermont looking better price better keep looking
"I generally drink this in the late evening as it is decaf. The taste is nice and enjoyable. Not as dark and bold as I normally prefer, but does a good job for an evening decaf coffee.",4,1318636800,generally drink late evening decaf taste nice enjoyable dark bold normally prefer good job evening decaf coffee
"I love Ginger flavor and these candies deliver. The flavor is sweet but strong which sometimes brings water to my eyes and makes me cough a bit. They really have a nice, smooth flavor, with no bitterness.<br /><br />Ginger has been used by many cultures all over the world for medicinal purposes. My personal experience is that these candies help quell nausea. There are times when no pills or even water will go down, but I can suck on a few of these and the nausea eases up so I can then take the required meds.<br /><br />Also, when it comes to times that my asthma is acting up and I have taken all meds as directed but not gotten relief, sucking on a few of them seems to help clear the air ways a bit. This may just be specific to me.<br /><br />Most importantly these things just plain taste great. Once I start eating them it is tough to stop.<br /><br />Note on sellers: I ordered from an alternate vendor by mistake recently. What I received was a clear plastic bag with no product information or markings of any kind filled with some kind of Ginger drops that looked a tad beat up. It took well over a week to arrive when Claey's delivers within a few days. I'd highly recommend sticking with buying directly from Claey's. Their packaging is great, they are very responsive in quickly filling orders, and their candies are top notch.",5,1349654400,love ginger flavor candies deliver flavor sweet strong sometimes brings water eyes makes cough bit really nice smooth flavor bitternessbr br ginger used many cultures world medicinal purposes personal experience candies help quell nausea times pills even water go suck nausea eases take required medsbr br also comes times asthma acting taken meds directed gotten relief sucking seems help clear air ways bit may specific mebr br importantly things plain taste great start eating tough stopbr br note sellers ordered alternate vendor mistake recently received clear plastic bag product information markings kind filled kind ginger drops looked tad beat took well week arrive claeys delivers within days id highly recommend sticking buying directly claeys packaging great responsive quickly filling orders candies top notch
"Addendum to the review I wrote previously:  Use caution when ordering.  I ordered when there was warm weather and the honey had seeped out of the containers and made a big mess.  I salvaged most of them, but it was a pain.<br /><br />I'm on a health kick so I'm buying the raw, local honey at the neighborhood food cooperative from now on.<br /><br />This honey does not seem to be whipped, but it is a little thicker than the stuff in a bottle.  But, still, it is an excellent deal-half the price as honey in the store and honey in the tub is less messy.  Kroger's has honey that is really whipped and it is even easier to use but costs more than $5 for a 16 oz. tub.  The best part, it's made in good ol' Kansas, U.S.A.",4,1227484800,addendum review wrote previously use caution ordering ordered warm weather honey seeped containers made big mess salvaged painbr br im health kick im buying raw local honey neighborhood food cooperative onbr br honey seem whipped little thicker stuff bottle still excellent dealhalf price honey store honey tub less messy krogers honey really whipped even easier use costs oz tub best part made good ol kansas usa
We've tried many other decaf k-cups and this is the best by far.  We have purchased it repeatedly and will continue to do so when decaf coffee hits our grocery list.,5,1330992000,weve tried many decaf kcups best far purchased repeatedly continue decaf coffee hits grocery list
"I was first introduced to these French Cherries in Kirsch Brandy at an upscale restaurant in my town.  They are delicious and way better than Maraschino cherries in cocktails and other uses.  I was delighted to find them on Amazon in this size and the smaller ones.  They keep forever, so I went with the big jar.",5,1336953600,first introduced french cherries kirsch brandy upscale restaurant town delicious way better maraschino cherries cocktails uses delighted find amazon size smaller ones keep forever went big jar
I don't eat this as a cereal.  I really like it on salad as a substitute for croutons. My non-gluten sensitive friends and relatives were surprised by how much they liked it on their salads.  I mix it with yogurt and it adds a crunchy texture and now my toddler granddaughter wants it in her yogurt.<br /><br />What I don't like is that I need to buy twelve boxes at a time.  That's too much.,5,1309996800,dont eat cereal really like salad substitute croutons nongluten sensitive friends relatives surprised much liked salads mix yogurt adds crunchy texture toddler granddaughter wants yogurtbr br dont like need buy twelve boxes time thats much
"It's okay but it does not have a rich chocolatey taste. I actually find it to have a funky taste, can't quite figure it out.",3,1337904000,okay rich chocolatey taste actually find funky taste cant quite figure
"Product says ""duck wraps rawhide treats"", sounds great, right? well this is the sorriest dog treat I have ever purchased, and I have purchased a lot of them.  First, there is no duck, the item is coated with some brown crusty dyed-on stuff, looks like it is painted on.  Then the so-called rawhide is more like a 3 by 4 inch piece of cardboard, folded into thirds.  I know cardboard when I see it!  My dog likes to lick the brown stuff off, but then nothing.  And he even likes cardboard!! don't waste your money.",1,1337126400,product says duck wraps rawhide treats sounds great right well sorriest dog treat ever purchased purchased lot first duck item coated brown crusty dyedon stuff looks like painted socalled rawhide like inch piece cardboard folded thirds know cardboard see dog likes lick brown stuff nothing even likes cardboard dont waste money
"I've been really impressed with this grain-free cat food.  It is full<br />of nutrients, and my two rescue kittens love it.  I mix it with about a<br />Tablespoon of GNC Pets Ultra Mega Premium Milk Replacer for Kittens<br />which is readily available either at Petsmart or from gnc.com.  My<br />kittens went from being rail-thin to nice and fat on this stuff.  Highly<br />recommended!",5,1349136000,ive really impressed grainfree cat food fullbr nutrients two rescue kittens love mix abr tablespoon gnc pets ultra mega premium milk replacer kittensbr readily available either petsmart gnccom mybr kittens went railthin nice fat stuff highlybr recommended
"Out of all of the various types of cat food I've bought, the Tuna and Bonito is definitely the best for my cat.<br />He likes <a href=""http://www.amazon.com/gp/product/B001TM70V0"">Weruva Paw Lickin' Chicken</a> more, but given an equivalent amount of this BFF vs the Chicken, he tends to stay happier longer.  He tends to beg for food, and after eating this, he won't beg for almost the full 12 hours between feedings (vet's orders!), while with many other foods, he'll start begging way before that.",5,1296259200,various types cat food ive bought tuna bonito definitely best catbr likes hrefhttpwwwamazoncomgpproductbtmvweruva paw lickin chickena given equivalent amount bff vs chicken tends stay happier longer tends beg food eating wont beg almost full hours feedings vets orders many foods hell start begging way
The chocolate peanut butter is decadent and really good and for 128 calories for the whole thing; crazy is all I can say. I can't get enough of this stuff. I love it!,5,1245024000,chocolate peanut butter decadent really good calories whole thing crazy say cant get enough stuff love
"The last order of 4 jars were not so good. One jar out of the four was good, the others were dry and very fishy tasting. The smell is strong and very fish like. Not at all what I'd expect from this company. I've lost faith in this product and won't be ordering anymore. It's too bad because I've been a big fan of this tuna for the past two years and have always told friends and family about it. Maybe they have just grown too large or can no longer keep up with the demand without comprimising the quality.",1,1285891200,last order jars good one jar four good others dry fishy tasting smell strong fish like id expect company ive lost faith product wont ordering anymore bad ive big fan tuna past two years always told friends family maybe grown large longer keep demand without comprimising quality
"The scent of cinnamon and cloves is authentic and strong, but it has far too many cloves.  The overall flavor profile seemed skewed. The black tea portion could be stronger.",3,1339977600,scent cinnamon cloves authentic strong far many cloves overall flavor profile seemed skewed black tea portion could stronger
"Hint, if you don't like them cold, microwave them for a few seconds and take the chill off.  The taste sensation then is very different.<br /><br />Firm sardines with a very balanced mustard sauce!  That's about it.  Nice job Crown Prince!",5,1266883200,hint dont like cold microwave seconds take chill taste sensation differentbr br firm sardines balanced mustard sauce thats nice job crown prince
Great Mac and Cheese!  I don't think that there is any flavor of Kraft Mac and Cheese that my family doesn't like!,5,1197417600,great mac cheese dont think flavor kraft mac cheese family doesnt like
